distance_km,time_of_day,traffic_level,weather_condition,traffic_blocks,holiday,event_nearby,ride_demand_level,fare
36,8,2,Rainy,2,1,1,4,141
13,11,3,Clear,2,0,1,5,137
12,4,2,Rainy,4,0,0,1,50
37,20,1,Clear,4,0,1,2,128
10,18,2,Snowy,1,0,0,3,81
9,6,1,Snowy,2,0,1,2,36
7,6,2,Rainy,2,0,1,2,127
2,18,1,Clear,3,0,1,1,146
23,7,1,Snowy,3,0,0,4,133
39,5,2,Foggy,2,0,0,2,68
40,2,1,Clear,0,0,0,2,86
39,21,3,Rainy,2,0,0,1,39
21,0,2,Clear,0,0,0,4,42
23,5,2,Foggy,3,0,0,4,54
29,22,1,Rainy,1,0,0,3,70
14,19,2,Foggy,4,0,0,3,75
26,19,3,Foggy,1,0,0,3,86
5,18,2,Rainy,1,0,1,2,44
31,20,3,Rainy,0,0,1,4,17
25,12,2,Snowy,3,0,0,1,127
31,16,3,Rainy,2,0,1,4,45
20,21,2,Snowy,2,0,0,3,102
44,17,3,Snowy,4,0,0,5,37
17,19,1,Foggy,2,0,0,1,70
45,5,2,Rainy,0,0,0,4,102
2,10,2,Clear,3,0,0,1,26
25,5,3,Clear,4,0,0,1,123
13,6,2,Snowy,1,0,1,2,126
39,0,3,Snowy,4,0,1,1,34
28,21,1,Clear,2,0,0,5,54
42,23,3,Snowy,3,1,0,3,114
6,7,2,Snowy,2,0,0,1,139
3,13,1,Clear,1,0,1,1,133
35,21,3,Rainy,2,0,0,3,80
18,19,3,Snowy,2,0,0,1,130
11,0,1,Clear,4,0,0,4,30
20,4,2,Foggy,2,0,0,4,12
5,4,2,Snowy,3,0,1,2,111
19,13,2,Foggy,2,0,0,4,133
22,6,1,Snowy,4,0,0,4,22
19,16,3,Snowy,3,0,0,1,36
47,10,1,Snowy,2,0,1,1,31
16,21,3,Foggy,4,0,0,3,120
24,6,1,Rainy,1,0,0,3,66
41,0,3,Foggy,2,0,0,4,148
4,14,3,Snowy,2,0,0,5,85
15,18,1,Clear,3,0,0,2,100
25,9,1,Foggy,3,0,0,4,95
44,8,1,Rainy,3,0,0,5,106
35,12,3,Clear,1,0,0,3,16
14,23,1,Foggy,2,0,0,5,108
49,12,3,Clear,4,0,0,2,44
19,5,3,Rainy,2,0,0,3,65
38,7,1,Rainy,0,0,0,2,145
36,11,2,Rainy,3,0,0,5,35
7,1,2,Rainy,2,0,0,5,44
30,15,3,Clear,3,0,0,5,73
19,11,3,Foggy,1,0,0,1,29
49,22,2,Clear,2,0,0,3,7
25,17,3,Rainy,3,1,1,3,147
16,2,2,Foggy,1,0,0,3,37
47,17,3,Clear,4,0,0,4,146
40,10,3,Snowy,0,0,0,1,128
8,4,1,Snowy,4,0,0,3,90
18,12,2,Snowy,3,0,0,4,125
28,9,3,Foggy,0,0,0,4,69
16,20,2,Foggy,0,0,1,2,18
19,21,1,Clear,0,0,0,5,147
42,14,2,Rainy,1,0,0,4,137
17,5,3,Snowy,0,0,0,2,15
45,15,2,Rainy,0,0,0,5,16
13,22,1,Foggy,1,0,0,1,118
7,7,2,Rainy,1,0,1,3,51
27,19,2,Clear,2,0,1,1,43
10,2,2,Snowy,4,0,1,2,122
34,4,2,Clear,2,0,0,3,95
36,14,3,Rainy,1,1,0,2,45
25,2,2,Rainy,0,0,0,4,36
6,14,1,Rainy,4,0,0,1,62
24,1,2,Foggy,4,1,0,3,34
18,11,1,Snowy,4,0,0,3,81
23,4,1,Snowy,1,0,0,3,125
6,8,1,Snowy,1,0,0,5,57
29,21,1,Snowy,1,1,0,2,94
25,3,3,Foggy,1,0,0,4,145
17,22,2,Snowy,0,0,1,1,99
46,20,2,Clear,4,0,1,1,84
24,6,3,Clear,2,0,0,2,89
11,15,2,Foggy,3,0,0,1,122
26,12,3,Snowy,3,0,0,5,10
34,1,1,Snowy,4,0,0,5,19
28,1,2,Clear,1,1,0,1,102
3,8,1,Foggy,4,0,0,4,75
11,14,2,Foggy,3,0,0,5,93
38,3,2,Foggy,0,0,0,4,41
14,16,2,Snowy,4,1,0,4,96
26,8,1,Foggy,2,1,0,5,76
48,14,3,Clear,2,0,0,4,48
21,0,1,Clear,3,0,1,4,6
39,1,3,Snowy,3,0,0,2,105
30,8,2,Rainy,1,0,0,2,37
8,10,2,Foggy,4,0,0,5,143
20,18,2,Foggy,4,0,1,3,111
48,0,2,Snowy,4,0,0,5,46
32,18,1,Rainy,4,0,0,5,113
22,8,3,Rainy,4,1,0,2,60
7,1,3,Rainy,0,0,1,4,58
9,4,3,Rainy,1,0,0,1,144
45,16,2,Foggy,3,0,0,4,66
1,0,1,Snowy,3,0,0,4,123
29,13,2,Clear,2,1,0,5,85
8,11,3,Clear,4,0,0,1,93
4,22,1,Clear,3,0,1,5,17
35,9,1,Rainy,1,0,0,1,42
3,18,2,Foggy,2,0,0,2,88
45,14,1,Clear,1,0,0,2,7
40,0,1,Foggy,3,0,0,1,49
7,0,1,Foggy,2,0,0,3,68
27,10,2,Snowy,0,0,0,1,57
1,10,2,Clear,2,0,0,2,15
27,4,1,Snowy,3,0,1,2,61
16,2,2,Foggy,4,1,0,1,104
38,10,1,Snowy,0,0,0,1,116
7,3,3,Rainy,0,0,0,1,97
44,5,3,Foggy,1,0,0,3,62
23,17,1,Rainy,1,0,0,3,60
41,6,3,Foggy,0,0,0,3,71
11,20,3,Clear,0,0,0,3,45
42,23,3,Rainy,4,0,0,2,108
33,3,1,Snowy,4,0,0,2,88
36,13,2,Snowy,3,0,0,2,144
37,7,1,Foggy,4,0,0,4,148
41,19,1,Foggy,3,0,0,3,110
17,10,2,Clear,4,0,0,4,65
35,13,1,Clear,1,0,0,4,28
48,20,1,Rainy,3,0,0,2,135
5,2,1,Snowy,2,1,0,1,101
48,10,3,Foggy,4,0,0,3,119
32,3,1,Snowy,3,0,0,1,40
3,8,1,Foggy,3,0,0,5,74
47,4,2,Snowy,3,0,0,1,99
35,12,3,Foggy,3,0,0,3,101
14,19,3,Clear,3,0,1,2,131
48,3,1,Rainy,4,0,0,1,36
31,6,3,Clear,2,0,0,3,58
31,1,3,Rainy,4,0,0,2,26
17,19,2,Clear,2,0,1,5,40
24,18,2,Rainy,3,0,1,3,138
23,6,3,Snowy,3,0,0,1,36
18,19,2,Snowy,3,0,0,4,31
14,23,1,Snowy,1,0,0,2,123
15,20,2,Foggy,4,0,1,1,83
15,8,1,Clear,2,1,0,4,83
6,18,2,Foggy,4,0,0,2,71
27,19,3,Foggy,3,0,0,1,99
15,1,1,Clear,2,0,0,3,95
36,20,2,Clear,1,0,0,4,8
8,15,2,Rainy,3,0,1,2,78
15,5,1,Foggy,3,0,1,5,6
3,18,2,Clear,0,0,0,1,41
47,17,3,Snowy,4,1,0,2,108
13,16,1,Clear,4,0,0,5,114
41,10,3,Snowy,2,0,1,4,101
34,22,1,Snowy,0,0,0,1,123
24,3,1,Clear,3,0,0,4,63
40,23,1,Snowy,2,1,0,3,118
32,7,1,Snowy,0,1,0,4,68
32,23,3,Foggy,2,0,0,3,56
30,17,3,Clear,0,0,1,2,31
49,12,1,Clear,3,0,0,1,28
13,20,1,Snowy,3,0,1,4,129
1,7,3,Rainy,3,0,0,3,41
34,9,1,Snowy,0,0,0,3,68
15,17,1,Rainy,4,0,0,2,122
44,17,3,Snowy,2,0,0,5,141
14,16,3,Snowy,1,0,0,4,23
29,15,3,Foggy,1,0,1,2,44
34,5,2,Snowy,3,0,0,3,127
18,13,1,Foggy,0,0,0,5,143
7,4,3,Clear,4,0,1,3,148
29,14,1,Snowy,2,0,1,4,33
31,12,2,Clear,2,0,0,4,33
25,15,3,Snowy,4,0,0,5,79
38,15,3,Foggy,2,0,1,1,75
14,16,1,Snowy,0,1,0,2,28
8,23,1,Foggy,1,0,0,5,33
27,23,3,Rainy,1,0,0,5,149
2,4,3,Clear,4,1,0,4,133
17,10,1,Clear,0,0,0,2,129
37,14,1,Snowy,4,0,0,4,62
14,2,3,Snowy,4,0,1,2,63
25,7,2,Snowy,4,0,0,2,120
30,2,1,Rainy,3,1,0,5,29
29,3,1,Clear,1,0,1,2,139
20,13,1,Rainy,4,0,0,1,80
21,22,3,Rainy,1,0,0,3,22
22,22,3,Foggy,3,1,0,3,148
35,19,3,Foggy,0,0,0,1,97
37,5,1,Snowy,4,0,0,4,24
16,23,1,Foggy,2,0,0,5,143
49,22,2,Foggy,1,0,0,4,61
43,3,3,Rainy,2,0,1,1,73
17,11,3,Foggy,1,0,0,4,111
16,1,1,Clear,2,0,0,5,124
2,17,1,Foggy,2,0,0,5,138
4,13,2,Clear,1,0,0,2,73
21,7,1,Snowy,1,0,0,4,112
39,7,1,Snowy,0,0,0,2,97
34,11,1,Clear,3,1,0,3,65
30,0,2,Rainy,1,0,0,2,82
6,0,2,Rainy,2,0,0,3,63
17,3,2,Foggy,3,0,1,5,105
39,16,2,Foggy,4,1,0,2,117
25,9,2,Clear,3,0,0,4,52
5,0,3,Foggy,1,0,0,2,106
5,10,1,Clear,3,0,0,2,127
20,20,2,Rainy,3,0,0,4,104
16,16,2,Clear,3,0,0,2,120
41,9,2,Foggy,1,0,0,4,72
37,5,2,Snowy,1,0,0,3,47
40,3,1,Clear,1,0,0,1,39
9,12,1,Rainy,4,0,0,5,67
5,10,3,Clear,1,0,1,5,147
42,4,1,Foggy,4,0,0,4,145
2,13,2,Rainy,4,0,1,3,73
9,1,2,Rainy,0,0,0,5,35
43,2,2,Foggy,3,0,0,1,55
36,2,2,Foggy,3,0,1,1,146
22,10,1,Foggy,2,0,0,1,27
22,8,1,Foggy,2,1,0,3,134
22,18,3,Clear,0,0,0,4,99
34,9,1,Rainy,0,0,0,4,58
29,20,2,Clear,3,0,1,5,115
38,5,2,Clear,1,0,0,1,88
46,21,1,Foggy,2,1,0,3,49
33,5,3,Foggy,1,0,1,5,116
18,0,3,Clear,2,0,0,4,115
7,21,1,Clear,3,0,0,3,92
1,0,1,Foggy,0,0,0,1,58
33,21,1,Snowy,0,0,0,2,121
1,21,2,Snowy,1,0,0,3,136
24,18,1,Rainy,3,0,0,3,60
4,2,1,Clear,1,0,0,5,84
4,5,3,Rainy,4,0,0,3,36
18,1,3,Rainy,3,0,0,4,82
27,14,2,Rainy,2,0,0,4,124
43,11,3,Snowy,3,0,1,3,59
32,20,3,Clear,2,0,0,5,54
33,9,1,Rainy,0,0,0,1,64
28,18,3,Foggy,1,0,0,3,98
42,20,3,Clear,4,0,0,1,65
41,12,3,Snowy,4,0,0,4,37
36,2,3,Rainy,0,0,0,2,82
6,17,3,Clear,0,0,0,1,10
16,19,3,Snowy,2,0,0,3,7
34,4,3,Snowy,4,0,0,3,10
23,21,3,Foggy,2,0,0,1,40
42,12,2,Clear,2,0,0,4,69
24,13,1,Foggy,2,0,0,2,9
49,14,3,Clear,4,0,0,2,48
13,17,1,Clear,4,0,1,5,52
18,13,3,Clear,2,0,0,2,70
13,18,2,Foggy,2,0,0,1,87
49,2,3,Clear,1,0,0,4,18
37,21,2,Rainy,0,1,0,4,76
43,0,3,Clear,0,0,1,1,129
39,22,3,Clear,1,0,0,4,63
42,23,1,Clear,4,0,0,5,147
17,6,3,Foggy,4,0,0,2,67
15,19,3,Rainy,0,0,0,1,73
18,6,2,Rainy,1,0,0,4,9
23,16,1,Clear,3,0,0,5,118
30,14,3,Rainy,1,0,0,5,115
34,12,1,Rainy,4,0,0,4,57
4,23,1,Clear,4,0,0,4,62
3,14,3,Rainy,2,0,0,1,111
7,2,3,Snowy,1,1,0,3,58
18,16,3,Foggy,3,0,0,5,129
42,15,3,Rainy,2,0,0,4,23
7,21,3,Clear,0,0,0,3,87
40,0,1,Clear,4,0,0,4,141
6,23,2,Rainy,0,0,0,4,29
22,13,1,Clear,2,0,1,5,103
1,2,3,Foggy,2,0,0,3,114
4,19,1,Rainy,1,0,0,5,93
46,21,2,Foggy,4,0,1,2,69
49,3,1,Snowy,2,0,0,1,5
43,23,3,Snowy,2,0,0,4,91
29,8,3,Rainy,4,0,0,3,93
21,20,3,Rainy,2,0,1,5,21
26,0,2,Clear,4,0,0,3,6
14,23,3,Clear,3,0,0,3,118
9,13,3,Clear,2,0,0,5,46
47,12,3,Clear,4,0,0,3,23
12,14,3,Rainy,4,1,0,2,26
42,17,1,Foggy,0,0,0,2,12
6,15,3,Foggy,0,0,0,1,67
20,5,1,Foggy,3,0,0,2,77
24,21,2,Foggy,2,1,0,1,43
27,15,1,Clear,4,0,0,2,125
38,10,1,Clear,2,0,0,2,83
8,6,1,Clear,3,0,0,3,105
1,8,1,Rainy,3,0,0,4,129
49,0,1,Snowy,3,0,0,2,96
49,9,1,Rainy,2,1,0,4,89
24,7,2,Foggy,1,0,0,4,135
47,10,3,Clear,2,0,1,4,24
7,4,2,Foggy,1,0,0,1,50
19,5,1,Clear,0,0,0,1,96
22,23,1,Clear,2,0,0,1,46
35,23,1,Clear,4,0,0,5,82
30,11,2,Clear,1,0,0,2,36
29,10,1,Rainy,1,0,0,5,146
22,6,2,Foggy,4,0,1,2,120
11,6,1,Rainy,3,0,0,1,15
20,11,1,Clear,0,0,0,1,119
29,11,2,Snowy,4,0,0,4,85
41,0,2,Rainy,2,1,0,5,92
42,23,2,Clear,1,0,0,5,44
34,18,2,Foggy,4,0,0,4,76
1,20,1,Clear,3,1,0,2,10
31,3,1,Foggy,4,0,0,1,132
30,18,3,Foggy,3,0,0,2,8
48,20,1,Foggy,3,0,0,1,131
18,18,1,Snowy,4,0,0,3,94
17,10,1,Rainy,0,0,0,1,127
38,8,1,Foggy,1,1,0,3,54
14,12,1,Foggy,0,0,0,2,36
23,21,3,Clear,2,0,0,4,26
25,18,2,Rainy,3,0,0,3,116
15,4,1,Rainy,0,0,1,2,23
46,10,1,Clear,4,0,0,4,68
22,23,2,Snowy,3,0,0,4,116
3,2,2,Rainy,1,0,0,2,23
19,4,3,Snowy,0,0,0,3,9
44,12,3,Foggy,1,0,0,4,147
34,13,3,Clear,3,0,0,4,73
35,12,2,Clear,0,0,0,5,135
1,1,1,Clear,3,0,0,1,26
21,1,2,Foggy,3,0,0,4,114
29,17,1,Clear,3,0,0,3,63
6,5,2,Snowy,1,0,0,3,88
37,18,2,Foggy,1,0,0,5,119
1,9,2,Snowy,1,0,1,2,129
1,20,2,Foggy,1,0,0,3,124
27,7,1,Snowy,2,0,0,5,114
21,4,1,Clear,2,1,0,5,13
16,1,1,Rainy,3,0,0,3,96
44,5,1,Clear,4,0,0,5,60
40,17,3,Snowy,2,0,0,4,14
26,7,3,Snowy,0,0,0,3,18
16,1,2,Snowy,4,0,0,5,72
28,22,1,Clear,4,1,0,1,117
1,19,1,Rainy,4,0,1,3,106
36,3,2,Rainy,3,0,1,5,49
10,14,2,Foggy,0,0,1,5,7
43,23,2,Rainy,2,0,0,5,20
17,19,1,Rainy,3,0,0,4,89
23,23,1,Rainy,0,1,0,3,42
7,8,1,Clear,0,0,1,3,139
44,23,3,Foggy,1,0,0,2,53
7,19,2,Rainy,0,0,0,4,54
44,20,1,Foggy,3,0,0,3,10
15,5,2,Foggy,2,0,1,5,24
34,8,3,Snowy,4,0,1,1,108
46,12,2,Snowy,3,0,0,4,149
45,4,1,Foggy,0,0,0,4,129
4,13,2,Clear,3,0,0,3,73
14,13,1,Clear,3,0,1,5,141
14,17,3,Foggy,4,0,0,3,5
16,6,3,Snowy,2,0,0,1,24
7,5,1,Clear,1,0,0,3,26
32,11,3,Foggy,1,0,0,3,46
19,13,2,Rainy,1,0,1,1,125
2,18,3,Rainy,4,0,0,2,149
10,15,3,Rainy,0,0,0,1,41
17,23,3,Clear,4,0,0,5,43
37,18,3,Foggy,4,0,0,4,28
12,9,1,Snowy,3,0,0,3,101
6,10,3,Clear,4,1,0,2,122
22,3,1,Foggy,3,0,0,3,133
32,19,1,Snowy,3,0,0,5,41
41,1,1,Foggy,1,0,0,4,59
20,8,2,Clear,0,0,0,2,90
1,9,2,Rainy,1,0,1,4,90
47,7,1,Clear,0,0,0,2,90
6,3,2,Clear,1,0,0,2,138
19,12,3,Clear,4,0,0,1,56
18,5,2,Rainy,2,0,1,2,41
6,5,3,Clear,1,0,0,3,136
45,1,2,Rainy,2,0,0,2,71
33,8,1,Rainy,0,0,0,3,120
23,5,1,Snowy,1,0,1,3,76
23,4,2,Rainy,0,0,0,5,127
26,1,3,Rainy,1,0,0,5,112
13,13,3,Rainy,2,0,0,3,127
7,9,1,Rainy,1,0,0,5,44
15,14,3,Clear,1,0,0,2,10
44,16,1,Rainy,3,0,0,3,95
27,6,2,Rainy,4,0,1,5,25
26,19,2,Snowy,1,1,0,4,20
33,10,2,Snowy,3,0,0,5,114
15,12,1,Clear,4,0,0,1,69
36,22,2,Foggy,2,0,0,5,89
45,20,3,Rainy,3,0,0,2,56
27,16,1,Foggy,3,0,0,5,78
5,4,3,Rainy,1,0,1,4,79
2,11,2,Snowy,2,1,1,2,58
33,3,1,Clear,4,0,0,4,125
16,0,1,Clear,2,0,0,1,63
23,9,1,Foggy,2,0,0,5,115
38,1,2,Snowy,0,0,0,4,133
16,12,1,Rainy,2,0,1,2,17
14,12,1,Clear,4,0,0,3,81
29,11,2,Snowy,1,1,0,3,95
26,0,2,Snowy,4,1,0,2,124
35,9,3,Clear,4,1,0,1,33
15,19,3,Clear,4,0,0,1,61
3,23,3,Snowy,0,0,0,3,104
23,4,1,Foggy,2,0,0,2,119
29,9,2,Clear,4,0,0,3,131
34,6,3,Snowy,3,0,1,3,113
33,14,3,Foggy,2,0,0,3,107
41,17,2,Clear,3,0,0,3,9
41,19,1,Clear,4,1,0,1,98
23,3,2,Rainy,1,0,0,1,128
7,0,2,Snowy,0,0,1,1,25
3,7,2,Clear,0,0,0,5,140
32,10,1,Snowy,3,1,0,1,53
31,2,3,Clear,0,0,0,5,129
18,11,3,Snowy,4,0,1,1,19
43,12,1,Foggy,3,0,0,3,68
7,19,2,Snowy,4,0,0,1,101
41,17,2,Rainy,4,1,0,5,25
1,11,3,Rainy,3,0,0,4,54
14,9,3,Rainy,1,0,1,1,73
32,20,2,Clear,3,0,1,3,55
6,20,1,Rainy,4,0,0,2,12
39,14,3,Snowy,4,0,0,4,9
10,2,1,Clear,1,0,0,3,141
7,23,1,Rainy,3,0,1,1,66
26,14,2,Foggy,2,1,1,3,114
34,16,1,Snowy,1,0,0,5,8
30,15,2,Clear,2,0,0,5,66
36,1,1,Clear,3,0,0,3,82
21,0,3,Foggy,1,0,0,4,125
17,21,2,Rainy,0,0,1,5,119
33,3,2,Rainy,3,0,0,1,140
10,16,2,Snowy,3,0,0,1,40
47,6,2,Snowy,1,0,1,3,19
42,4,3,Foggy,3,0,0,4,67
12,22,2,Foggy,3,0,0,5,13
16,3,2,Foggy,4,0,1,5,45
41,19,3,Rainy,4,0,0,1,87
32,19,1,Rainy,2,0,0,1,136
15,4,3,Clear,3,0,0,4,45
27,7,1,Snowy,0,0,0,5,124
28,19,2,Foggy,3,0,0,5,126
17,22,2,Clear,3,1,0,5,71
46,8,1,Clear,0,1,0,2,88
2,5,2,Clear,1,0,0,2,48
36,3,3,Clear,1,0,1,3,124
7,4,3,Clear,4,0,0,2,56
13,7,3,Clear,1,0,1,5,55
15,19,1,Foggy,3,1,0,5,18
25,12,1,Rainy,0,0,0,1,47
23,3,1,Clear,3,1,0,4,65
22,6,2,Snowy,2,0,1,3,89
26,21,1,Rainy,0,0,0,4,45
33,0,3,Clear,1,0,0,4,75
11,8,1,Rainy,4,0,0,2,16
10,4,3,Rainy,2,0,0,1,118
25,9,2,Clear,3,0,0,4,71
37,10,1,Rainy,3,0,0,5,79
48,17,3,Foggy,3,0,0,5,22
43,4,3,Clear,2,0,0,3,67
38,23,1,Clear,2,0,0,4,137
41,21,2,Clear,0,0,1,3,133
45,23,1,Rainy,3,0,1,1,42
24,20,2,Clear,4,0,1,4,20
40,3,3,Foggy,1,0,1,1,114
46,18,1,Rainy,2,0,1,3,119
33,15,1,Foggy,1,0,0,2,87
17,1,3,Rainy,0,0,0,3,99
24,14,2,Rainy,4,0,0,2,97
37,8,1,Clear,2,0,1,1,101
2,16,1,Rainy,0,0,0,4,53
32,1,1,Snowy,1,0,0,5,7
24,21,2,Snowy,0,0,1,5,64
9,5,3,Clear,4,0,0,3,18
4,0,3,Snowy,3,0,0,2,65
17,7,3,Snowy,1,0,1,4,67
17,10,2,Snowy,3,0,0,5,44
48,19,2,Clear,0,0,1,4,120
30,22,3,Snowy,4,0,0,3,111
40,14,1,Foggy,3,0,0,3,35
11,8,2,Snowy,3,0,0,2,79
21,1,3,Foggy,4,0,0,2,27
21,6,3,Rainy,1,0,0,2,44
18,16,1,Foggy,0,0,0,2,66
29,2,1,Snowy,3,0,0,2,7
24,3,2,Clear,0,0,0,2,72
10,2,2,Rainy,2,0,0,1,130
45,7,3,Clear,2,0,0,4,11
17,10,2,Foggy,3,1,0,4,70
18,15,1,Foggy,1,0,0,4,48
42,13,2,Rainy,2,1,0,1,29
48,22,2,Snowy,1,0,0,3,96
20,18,2,Clear,4,0,1,5,30
37,22,2,Snowy,2,0,0,1,25
45,1,1,Rainy,1,0,0,4,117
18,11,2,Clear,2,0,0,1,84
17,10,1,Snowy,3,0,0,1,10
9,15,2,Snowy,0,0,0,3,67
14,10,3,Clear,3,0,1,2,61
49,2,2,Clear,1,1,0,4,81
29,22,1,Snowy,2,0,0,2,87
31,9,1,Snowy,4,0,0,1,124
4,4,3,Snowy,4,0,0,3,16
18,12,3,Foggy,0,0,0,5,85
20,23,1,Snowy,3,0,0,1,74
47,5,1,Snowy,1,0,1,1,132
43,19,2,Foggy,4,0,0,3,49
44,2,1,Clear,3,0,0,5,45
9,21,1,Clear,3,0,0,3,85
13,8,3,Snowy,4,0,0,4,8
15,20,1,Foggy,4,0,0,1,138
27,6,3,Foggy,4,0,0,1,37
15,22,2,Rainy,3,0,0,2,29
28,6,3,Foggy,3,0,0,3,74
37,1,2,Foggy,0,0,0,3,30
19,7,3,Clear,2,0,0,1,118
26,17,3,Snowy,2,0,0,2,78
26,0,2,Rainy,3,0,0,5,89
25,9,1,Foggy,1,0,1,3,15
26,5,3,Foggy,2,0,0,4,6
26,17,1,Rainy,1,0,0,5,57
46,12,1,Foggy,3,1,0,2,117
28,20,1,Foggy,2,0,0,1,96
49,0,2,Clear,2,0,0,3,130
18,22,3,Clear,2,0,0,2,117
32,0,3,Snowy,3,0,0,5,10
3,11,1,Foggy,0,0,0,4,57
2,7,3,Rainy,3,0,0,4,20
33,20,1,Snowy,3,0,1,2,69
42,4,2,Clear,3,1,1,3,135
19,2,2,Rainy,3,0,0,2,23
17,17,3,Rainy,1,1,0,4,84
44,5,1,Snowy,0,0,0,5,135
33,3,2,Foggy,4,0,0,4,135
12,14,3,Snowy,3,0,0,4,41
49,3,1,Rainy,4,0,0,3,51
3,5,1,Foggy,1,0,0,2,8
43,17,3,Clear,1,0,0,5,49
49,17,1,Snowy,2,0,0,3,122
26,9,3,Rainy,2,0,0,3,91
35,12,3,Foggy,0,0,0,2,104
8,19,2,Clear,2,0,0,4,65
36,21,2,Snowy,0,0,0,3,86
7,17,3,Clear,4,0,0,5,98
46,6,1,Rainy,0,0,1,4,38
46,7,2,Snowy,4,0,0,5,82
36,5,1,Snowy,0,0,0,1,123
16,1,3,Snowy,2,0,1,5,105
24,21,3,Clear,2,0,0,3,19
1,7,1,Foggy,1,0,0,4,96
49,9,2,Foggy,2,0,0,2,62
25,16,2,Clear,0,0,0,4,139
10,21,2,Rainy,2,1,0,3,129
16,11,2,Clear,3,1,1,3,101
16,10,1,Snowy,2,0,1,1,115
8,16,2,Rainy,4,0,0,4,132
29,15,1,Rainy,4,0,0,3,20
39,21,2,Rainy,1,0,0,5,103
28,9,2,Rainy,0,0,1,4,10
6,19,1,Snowy,4,0,0,3,77
16,2,1,Foggy,4,0,0,4,138
20,18,1,Snowy,1,0,1,1,45
16,3,3,Rainy,1,0,0,3,100
7,18,1,Snowy,2,0,1,2,102
41,8,3,Snowy,4,0,0,1,116
14,19,1,Rainy,1,0,0,2,64
43,16,1,Snowy,4,0,0,4,68
26,3,1,Clear,4,0,0,2,39
26,16,3,Rainy,1,0,1,5,39
14,2,3,Snowy,0,0,0,4,124
7,19,3,Snowy,0,0,0,4,42
33,3,1,Clear,3,0,0,1,46
26,8,1,Rainy,0,0,1,4,16
45,5,3,Clear,4,0,0,2,110
20,18,3,Clear,4,0,0,4,133
3,6,1,Rainy,4,0,0,5,134
4,15,2,Rainy,0,0,0,4,14
26,14,3,Rainy,3,0,0,5,88
11,15,1,Snowy,2,0,0,4,29
2,13,2,Rainy,4,0,0,2,128
14,3,2,Snowy,3,0,1,1,65
44,22,3,Foggy,1,0,0,3,105
30,1,1,Rainy,0,0,0,5,12
49,6,1,Snowy,2,1,1,3,56
12,23,3,Snowy,1,0,0,2,17
26,6,3,Rainy,3,1,0,4,19
44,5,1,Rainy,1,0,1,5,82
33,19,2,Snowy,1,0,0,1,103
13,8,3,Rainy,4,0,0,3,35
14,16,1,Foggy,4,0,0,2,18
24,20,2,Foggy,0,1,0,3,20
34,10,2,Foggy,2,1,0,1,14
44,15,2,Rainy,1,0,1,2,64
26,0,2,Clear,3,0,0,2,77
21,15,2,Clear,1,0,1,2,135
28,16,1,Snowy,1,0,0,2,81
48,5,1,Rainy,0,0,1,4,55
36,21,2,Foggy,4,0,0,2,44
40,10,1,Rainy,4,0,0,3,132
2,6,1,Clear,0,1,1,5,118
42,15,1,Clear,4,0,0,5,100
9,21,3,Rainy,1,1,0,2,72
23,1,2,Snowy,4,0,1,1,23
15,19,2,Snowy,0,0,1,2,133
13,12,1,Clear,0,0,0,1,96
23,12,1,Foggy,1,1,0,2,82
17,14,1,Rainy,4,0,1,4,44
48,14,3,Clear,1,0,0,4,75
2,8,3,Rainy,3,0,0,1,114
20,17,2,Rainy,0,0,1,1,80
20,13,2,Foggy,2,0,0,5,46
46,22,3,Snowy,2,0,0,5,106
3,13,3,Clear,0,1,0,2,22
12,3,3,Clear,2,0,0,4,33
40,13,2,Foggy,1,0,0,3,20
2,9,2,Rainy,3,0,0,1,119
36,10,2,Foggy,4,0,0,2,56
14,21,1,Foggy,3,0,1,5,9
16,0,2,Clear,2,0,1,2,120
19,13,1,Rainy,2,0,0,1,38
34,7,2,Snowy,4,0,0,2,109
44,5,2,Rainy,2,0,0,2,51
46,10,2,Foggy,4,0,0,4,42
6,13,1,Clear,2,1,0,3,44
13,6,3,Foggy,4,0,0,2,93
36,21,1,Clear,1,0,1,3,24
22,6,2,Foggy,4,0,0,1,74
18,20,3,Foggy,0,0,0,2,116
12,18,1,Snowy,3,0,1,5,72
30,21,3,Snowy,3,0,0,3,82
40,9,1,Foggy,0,0,0,3,111
7,21,3,Foggy,1,0,0,1,118
32,8,2,Snowy,1,0,0,5,81
48,17,1,Snowy,2,0,0,3,132
19,16,1,Foggy,1,0,0,1,135
6,12,1,Rainy,2,0,0,5,122
20,3,3,Snowy,2,0,1,4,87
27,20,2,Clear,4,0,0,1,109
43,6,2,Rainy,2,0,0,5,81
37,7,2,Foggy,1,0,0,5,45
48,15,1,Foggy,1,0,0,5,112
7,11,1,Snowy,2,1,1,5,63
5,0,3,Rainy,4,0,0,5,92
11,5,1,Clear,0,0,1,3,135
15,0,2,Rainy,2,0,0,4,27
3,7,1,Foggy,4,0,0,1,45
5,11,2,Foggy,3,0,0,2,99
23,15,2,Clear,1,0,0,4,134
37,0,3,Foggy,0,0,0,2,125
9,3,2,Clear,0,0,0,2,101
15,18,2,Clear,0,1,0,3,111
3,17,3,Foggy,3,0,1,3,79
29,7,2,Clear,1,0,0,5,68
6,5,3,Foggy,0,0,0,1,55
17,12,1,Rainy,1,0,0,3,22
26,19,1,Foggy,1,0,0,3,34
21,2,1,Clear,3,0,0,3,12
